,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Bashkir,0.0079516,-0.0100742,0.0168806,0.0098323,-0.0117516,-0.001071,0.0036774,0.0048387,-0.0037355,-0.0110194,0.0018226,-0.0026935,0.0066258,-0.0140258,-0.0037065,-0.0022677,-0.0020065,-0.0008387,-0.0026258,-0.0020484,-0.0066903,0.0012129,-0.0018194,0.0011419,-0.0015452
Basque_Araba,0.0112091,0.0146273,0.0156545,0.0048909,0.0174727,0.0015727,-0.0010273,0.0017727,0.0124273,0.0208636,-0.0042818,0.0064273,-0.0148455,-0.0108636,0.0117091,-0.0005909,-0.0056273,5.45e-05,0.0003182,-0.0032273,0.0071909,0.0015727,-0.0039,-0.0051818,-0.0003727
Basque_Baztan,0.0115727,0.0149273,0.0156636,0.0037091,0.0187455,0.0002909,-0.0012455,0.0016818,0.0164455,0.0230364,-0.0032182,0.0073273,-0.0151909,-0.0124182,0.0122091,0.0009636,-0.0063,0.0005909,-0.0002909,-0.0061,0.0067364,-0.0008364,-0.0072,-0.0066909,0.0028727
Basque_Biscay,0.0114364,0.0148,0.0151455,0.0033182,0.0183455,0.0021364,-0.0003818,0.0004091,0.0130818,0.0230364,-0.0046364,0.0098091,-0.0165727,-0.0126636,0.0116,0.0006182,-0.0036091,0.0022,0.0002455,-0.0017727,0.0080545,0.0013545,-0.0055273,-0.0073091,-0.0001818
Basque_French,0.01125,0.01497,0.01463,0.00397,0.01833,9e-04,-6e-04,0.00144,0.01496,0.02261,-0.00571,0.0069,-0.01411,-0.01019,0.00974,-0.00146,-0.00914,0.00239,-0.00057,-0.00353,0.00814,0.00201,-0.00701,-0.00761,6e-05
Basque_Gipuzkoa,0.0115091,0.0146182,0.0142909,0.0034636,0.0179364,0.0004545,-0.0017,0.0002364,0.0145545,0.0228091,-0.0033636,0.0084091,-0.0138818,-0.0128909,0.0117545,0.0044091,-0.0023182,0.0011091,-0.0005455,-0.0041182,0.0045,-0.0010182,-0.0084455,-0.0086,0.0011727
Basque_Gipuzkoa_Southwest,0.0115273,0.0147091,0.0153636,0.0038,0.0183818,0.0006818,-0.0010091,0.0002909,0.0131455,0.0232,-0.0036091,0.0067,-0.0150364,-0.0141818,0.0112727,0.0037455,-0.0020636,0.002,-0.0014364,-0.0009364,0.0082091,0.0019091,-0.0084909,-0.0082727,0.0016
Basque_Lower_Navarre,0.0113909,0.0146,0.0147273,0.0034182,0.0178818,0.0005182,-0.0004909,0.0004727,0.0148636,0.0242818,-0.0031,0.0078182,-0.0153091,-0.0116455,0.0126909,-7.27e-05,-0.0058818,0.0020818,-0.0019364,-0.0014909,0.0052,0.0019818,-0.0063727,-0.0079636,0.0023909
Basque_Navarre_Center,0.0111818,0.0146273,0.0141182,0.0017364,0.0167727,0.0001909,-0.0015,-0.0006455,0.0136,0.0229545,-0.0021182,0.0065909,-0.0141909,-0.0136636,0.0109182,0.0007364,-0.0032,0.0018182,-0.0039364,-4e-04,0.0056727,0.0003182,-0.0050909,-0.0066182,1.82e-05
Basque_Navarre_North,0.0113818,0.0147455,0.0149727,0.0032636,0.0187091,0.0002182,-0.0002636,9e-04,0.0147727,0.0246,-0.0037364,0.0080636,-0.0163636,-0.0139818,0.0104273,0.0019455,-0.0026818,0.0029727,-0.0016364,-0.0021909,0.0080545,0.0017727,-0.0075818,-0.0090636,0.0021273
Basque_Roncal,0.0115182,0.0146545,0.0145727,0.0037818,0.0177273,0.0005727,-6e-04,0.0004091,0.0164455,0.0221636,-0.0042091,0.0067545,-0.0137727,-0.0123182,0.0116455,6e-04,-0.0029636,0.0029364,0.0001727,-0.001,0.0067818,0.0010818,-0.0044545,-0.0072273,0.0012
Basque_Soule,0.0115727,0.0152455,0.0144909,0.0021091,0.0190182,0.0003273,-0.0008091,0.0005273,0.0151545,0.0237273,-0.0036909,0.008,-0.0153,-0.0121545,0.0091818,-0.0008273,-0.0074636,0.0007636,-0.0003182,-0.0025909,0.0074,0.0016909,-0.0062091,-0.0079,0.0021636
Basque_Spanish,0.0111071,0.0146464,0.0147643,0.0027214,0.0180179,8.93e-05,-0.0007464,1.07e-05,0.0144429,0.0235536,-0.0032107,0.0072071,-0.0168071,-0.0141643,0.0116464,0.0019714,-0.0043179,0.0025036,-0.0018893,-0.0014321,0.0070679,0.0017821,-0.0052571,-0.0071821,0.0009607
Batak,-6e-04,-0.0351,-0.02585,0.005,0.03775,0.00015,-0.00105,-0.00615,-0.00255,-0.00405,0.03195,0.00565,-0.00415,0.00215,0.0041,0.00315,0.00345,0.00335,0.0058,-0.00195,-0.003,-0.0172,-0.01125,-0.00675,-0.04115
BedouinA,0.0025111,0.0131556,-0.0126222,-0.0256222,-0.0045111,-0.0116,-0.0045556,-0.0020111,0.0114667,-0.0008889,0.0050333,-0.0071556,0.0166444,0.0003444,0.0011556,0.0053222,-0.0021,-0.0017667,-0.0027111,0.0066,0.0001667,0.0020444,0.0001556,0.0014667,-0.0013333
BedouinB,0.0036833,0.0141722,-0.0158611,-0.0362167,-0.0030278,-0.0172333,-0.006,-0.0037889,0.0252,-0.0028556,0.0097722,-0.0204,0.0423444,0.0035278,0.0032389,0.0217611,-0.0153167,0.0028889,-0.0031944,0.0231889,0.0087889,0.0123167,-0.0031778,0.0058944,-0.0069389
Bedzan,-0.0564,0.0062,0.00605,0.00865,0.00075,0.0027,0.0579,-0.043,-0.01,0.017,0.004,-0.05445,-0.01715,-0.00385,0.00325,-0.00285,0.00255,-0.00155,0.00155,0.0016,-0.00355,-0.00135,-0.0011,-0.00135,-0.0018
Belarusian,0.01162,0.0121733,0.0198933,0.0215467,0.0130733,0.0095267,0.0045667,0.0057733,-0.0001333,-0.0135,-0.00166,-0.0061467,0.013,0.0197867,-0.0083,-0.0028667,-0.00074,0.0002933,0.0032933,-0.00084,-0.0033933,-0.0037267,0.0062667,-0.0056933,0.00058
BelgianA,0.0114,0.0138467,0.0144533,0.0097133,0.0124467,0.0050667,0.00156,0.0024067,0.0033267,0.00376,-0.0030733,0.00344,-0.0076267,-0.00414,0.0109,-0.0005067,-0.0083067,0.0010267,0.0019867,-0.0001733,0.0028467,0.00204,0.00048,0.0067,0.0004867
BelgianB,0.0112867,0.0138933,0.01338,0.00868,0.0125533,0.0037667,0.0014933,0.0021667,0.0031,0.00632,-0.0025467,0.0027333,-0.0073,-0.0079267,0.0092667,0.00378,-0.0016533,0.0019267,0.0010867,0.00022,0.0030867,0.00278,-0.0005733,0.00772,-0.00184
BelgianC,0.0111467,0.01408,0.01412,0.0071667,0.0131867,0.0034067,6e-04,0.0020533,0.0052933,0.0079,-0.0019467,0.0042133,-0.0082533,-0.00676,0.0088667,0.0012933,-0.0038,0.0008667,0.0012667,0.0002933,0.0021867,0.0023,-0.0009267,0.0077467,-0.0016133
Belmonte_Jew,0.0079,0.015,0.0021,-0.0119,0.0096,-0.0055,5e-04,0.0017,0.0102,0.0162,-3e-04,4e-04,0.0014,-0.0104,6e-04,0.0069,0.0014,-0.0022,-0.0017,0.0014,-0.005,-0.0039,0.0019,-0.004,3e-04
Bengali_Bangladesh,0.0036647,-0.0117676,-0.0386118,0.0308735,-0.0172059,0.0221441,-0.0006853,0.0051,0.0204794,0.0141,-0.0028235,0.0009265,-2.94e-05,5e-05,-0.0045324,-0.0049618,0.0034941,-0.0005471,-0.0023147,0.0036147,0.0007265,0.0022735,0.0010676,0.0040265,0.0002147
Bengali_Bangladesh_SouthEast,0.0036857,-0.0110857,-0.0361286,0.0286,-0.0162714,0.0216429,-0.0008857,0.0024857,0.0197,0.0111429,-0.0039714,0.0001429,-2.86e-05,0.003,-0.0025429,-0.0047714,0.0008857,0.0005571,-0.0002429,0.0036429,-0.0006286,0.0060286,0.0015857,0.0024,0.0020429
Bengali_Bangladesh_Sylhet,0.0040294,-0.0107588,-0.0360059,0.0290647,-0.0171588,0.0215294,-0.0001118,0.004,0.0166882,0.0112588,-0.0019,0.0006235,-0.0005824,0.0002941,-0.0004235,-0.0024706,-2.94e-05,-0.0001882,-0.0008588,0.0014941,0.0003706,0.0024765,0.0014412,0.0035706,0.0014824
Bengali_India,0.0038,-0.0118,-0.0427,0.0329,-0.0196,0.0232,-0.0024,0.0055,0.0212,0.019,-0.0047,0.0037,-0.0027,0.0048,-0.0062,-0.0064,-9e-04,5e-04,0.0018,0.0036,-3e-04,0.0036,-0.003,0.0076,0.0018
Berber_Algeria,-0.0258,0.010355,0.00053,-0.012405,0.004695,-0.004425,-0.015605,0.009125,0.01317,0.011815,0.003545,-0.00302,0.01434,-0.0054,0.00842,-0.00666,0.002395,-0.008745,-0.01834,0.00399,-0.0059,-0.01588,0.00988,-3e-04,0.002215
Berber_MAR_ERR,-0.0081143,0.0128929,-0.0008714,-0.0220429,0.0083357,-0.01165,-0.0132857,0.0043786,0.0329286,0.0164214,0.0060643,-0.0039857,0.0145714,-0.0117286,0.0148786,-0.0106643,-0.0045857,-0.0168643,-0.0367,0.0075786,-0.0131857,-0.0336643,0.0201286,-0.0017143,0.0044857
Berber_MAR_TIZ,-0.0090071,0.0129643,-0.0006143,-0.0235143,0.0100929,-0.0127857,-0.0142571,0.0052071,0.0374786,0.0173214,0.0054286,-0.0061786,0.0166357,-0.0148357,0.0149929,-0.0118571,8.57e-05,-0.0227571,-0.0425,0.0095286,-0.0166857,-0.0413357,0.0249429,-0.0043071,0.0062357
Berber_Tunisia_Chen,-0.0024556,0.0136944,-0.0021444,-0.0236778,0.0090111,-0.0126222,-0.0133556,0.0022889,0.0334556,0.01635,0.0024667,-0.0029278,0.0132056,-0.0117167,0.0103833,-0.01275,0.0001167,-0.0183833,-0.0371722,0.0062833,-0.0134889,-0.0326944,0.0228278,-0.0036944,0.0053167
Berber_Tunisia_Sen,-0.0034353,0.0132706,-0.0050294,-0.0241176,0.0061118,-0.0127529,-0.0092176,0.0025412,0.0282059,0.0112824,0.0034765,-0.0081647,0.0177059,-0.0068353,0.0091941,-0.0037765,-0.0043647,-0.0103941,-0.0241353,0.0092118,-0.0068235,-0.0195588,0.0121706,-4.12e-05,0.0004588
Besermyan,0.0096,-0.0008833,0.01915,0.019,-0.0073,0.0024333,0.0027833,0.0047833,-0.0052,-0.0156167,0.0083667,-0.0039167,0.0076833,-0.0187167,-0.0073167,-0.0054,-0.0057,0.0007667,-0.0083833,-0.0067,-0.0013667,0.00325,-0.0037333,0.0042167,-0.0020167
Bhumihar_Bihar,0.005875,-0.0028,-0.0305,0.030525,-0.02105,0.019425,-0.000525,0.00285,0.00985,0.0054,-0.003575,6e-04,-0.000175,-0.005575,0.001975,0.0023,0.004225,-0.000875,-0.00235,0.000675,-0.0028,0.001275,0.000425,0.001725,-0.002725
Bhumij,2e-04,-0.0212,-0.0472,0.0389,-0.00395,0.0261,-0.003,0.00315,0.03695,0.02495,0.01475,0.00475,-0.003,0.0087,-0.0158,-0.0219,0.0126,-0.00315,-0.0043,0.02215,0.00235,0.0114,-0.00315,0.00535,0.0067
Bhunjia_Chhattisgarh,7e-04,-0.0216,-0.0464,0.0352,-0.0048,0.0239,-0.0031,0.0065,0.0394,0.0296,0.0134,0.0032,-0.0064,0.0094,-0.02,-0.0166,0.0093,-1e-04,-0.0071,0.0233,8e-04,0.0167,-0.0052,0.0089,0.0041
Biaka,-0.0564167,0.0061,0.0070333,0.01025,0.00055,0.0029833,0.0732333,-0.0580167,-0.011,0.02165,0.00985,-0.0984667,-0.0324167,-0.00185,0.0028167,-0.0025833,-0.0006833,-0.0233667,0.0081167,-0.0004833,0.0018333,-0.0012,-0.0012833,0.0008333,-0.0025833
Birhor,0.0002833,-0.0223611,-0.0458389,0.0355444,-0.0031111,0.0227,-0.0026278,0.0048556,0.0403333,0.0275667,0.0121,0.0026611,-0.0029944,0.0099833,-0.0145722,-0.0177611,0.0115611,-0.0035056,-0.0028944,0.0223944,0.0007667,0.01505,-0.0040722,0.0084222,0.0022556
Bitonga,-0.0555941,0.0062765,0.0060706,0.0048412,-0.0001882,0.0043,-0.0060059,0.0097588,-0.0153824,0.0066941,0.0007235,0.0008059,-0.0085294,0.0016529,-0.0130353,0.0099529,-0.0101235,0.0097353,-0.0089765,0.0028412,0.0007706,-8e-04,0.0018824,-4.71e-05,-5.88e-05
Blang,0.00112,-0.0413333,-0.0131667,-0.0127267,0.0353133,0.0197333,-0.0002267,-0.0017,-0.00396,-0.0049333,0.0166333,0.0009133,-0.00256,0.0006333,-0.00136,-0.00128,0.0037333,-0.0027933,-0.0034733,0.0091267,-0.00606,0.0162467,-0.00164,0.0013067,0.0389
Bolivian_Cochabamba,0.0046,-0.0267,0.0296,0.0275,-0.0314,-0.008,-0.1173,-0.1404,-0.0052,-0.0081,-0.0028,0.0026,-0.0016,0.0147,-0.0036,0.0017,0.0018,-1e-04,-0.0055,-0.0028,0.0039,0.0075,-0.0049,-0.0019,0.0039
Bolivian_LaPaz,0.005,-0.0298,0.0308667,0.028,-0.0372,-0.0063333,-0.1242,-0.1522667,-0.0044,-0.0056667,-0.0028667,-0.0019667,0.0012667,0.0156,-0.0087333,0.0043333,0.0046333,-0.0042667,-0.0007333,0.0003667,-0.0017667,0.0042,-0.0022333,-7e-04,-0.0019667
Bolivian_Pando,0.0047,-0.0258667,0.0293667,0.0259333,-0.0313667,-0.0047667,-0.1136667,-0.1403,-0.0057,-0.0040667,-0.0030667,-0.0003667,-0.0003667,0.0168667,-0.0055,-1e-04,-3.33e-05,0.0023333,3.33e-05,0.0013333,-0.0011333,0.0034333,-0.0005667,0.0010333,-0.0011333
Bonan,0.00266,-0.03889,0.00183,-0.01534,0.00973,0.00622,0.00247,0.00094,-0.0048,0.00224,-0.04137,-0.0048,0.00616,-0.00433,-0.00381,-0.00023,0.00141,-0.00099,-0.00348,-0.00276,0.0032,0.00911,0.00576,0.00131,0.00947
Bonda,0.0004667,-0.026,-0.0426,0.0295667,0.0055,0.0236667,-0.0023,0.0037333,0.0358,0.0234333,0.0196333,0.0039667,-0.0025667,0.0124333,-0.0150667,-0.0177333,0.0074333,-0.0002333,-0.0018,0.0251,-0.0004667,0.0168667,-0.0084667,0.0102,0.0107667
Bosnian,0.01134,0.01328,0.01192,0.00768,0.01014,0.00354,0.00206,0.00226,-0.00118,-0.00102,0.00026,-0.00188,0.00374,0.0118,-0.00924,0.00076,0.00512,-0.00046,0.00384,0.00242,-0.00408,-0.00278,0.0061,0.00102,-0.00136
Brahmin_Chitpavan,0.00505,-0.00405,-0.038,0.03085,-0.02415,0.0201,-5e-04,0.0046,0.01315,0.0094,-0.0034,0.00115,-0.00285,0.00255,0.0016,-0.00295,-0.0082,5e-04,0.0016,-0.00585,0.0026,-0.00175,-0.00235,0.0012,-0.0025
Brahmin_Gaud_Sawarswat,0.0053,-0.0041,-0.0413,0.0294,-0.0242,0.0204,0.0021,0.0081,0.0155,0.0123,-0.0019,0.0021,-0.0029,0.002,0.0011,-0.0032,-0.0047,-5e-04,0.0039,0.0013,0.0063,-0.0042,0.0029,-8e-04,-0.0067
Brahmin_Gujarat,0.0057111,-0.0016611,-0.0312778,0.0284056,-0.0239778,0.0191278,0.0006667,0.0030056,0.0054333,0.0011611,-0.0034,6.67e-05,-0.0002889,-0.0039222,0.0034833,0.0052889,-0.0001111,-3.89e-05,-2.22e-05,-0.0060111,-0.0007556,-0.0031167,0.0017389,-0.0002889,6.67e-05
Brahmin_Gujarat_Audichya,0.0057,-0.0023,-0.0318,0.0282,-0.0247,0.0215,0.0018,0.0027,0.0069,0.0037,-0.0024,-0.0018,-0.001,-0.0025,0.0057,0.0011,-0.0029,0.0014,0.0033,-0.0037,-0.0013,-0.0094,0.0035,-0.0033,0.0012
Brahmin_Gujarat_Bardai,0.006,-0.00145,-0.03115,0.0278,-0.02505,0.01845,0.00085,0.00195,0.00445,0.00175,-0.00405,-0.0018,-0.00245,0.00115,0.0068,-0.0042,-0.0155,0.00065,-0.00365,-0.0057,-0.00025,-0.0055,0.00095,0.00325,-0.00205
Brahmin_Gujarat_Nagar,0.00615,-4e-04,-0.02785,0.0265,-0.02185,0.01805,-8e-04,0.0011,0.00605,0.00245,0.00255,0.00015,-0.00125,-0.00605,0.00725,7e-04,-0.00645,0.00035,-0.00485,-0.00845,-0.00405,-0.00295,0.0064,-0.01055,0.00165
Brahmin_Gujarat_o,0.00435,-0.0052,-0.04035,0.0322,-0.0261,0.02225,0.00115,0.0053,0.0151,0.0099,-0.00465,0.0012,-2e-04,0.001,0.00295,0.001,0.001,-0.00075,-0.0019,-0.00095,0.0037,-0.00155,0.00055,0.00465,-0.00135
Brahmin_Himachal_Pradesh,0.00595,-0.003,-0.0294,0.0261,-0.0222,0.01735,4e-04,0.00195,0.003,-0.0011,-0.00155,0.00065,0.0013,-0.0036,0.0037,-0.00115,-6e-04,-0.0025,-0.00345,-0.00715,8e-04,-5e-04,0.00345,0.00155,0.0033
Brahmin_Iyengar,0.0053,-0.004,-0.038,0.0302,-0.0266,0.0188,-7e-04,0.0055,0.0128,0.0089,-0.009,7e-04,-6e-04,-0.001,-0.0014,0.0066,-0.0035,-0.0042,0.0043,-8e-04,-0.0027,0.0011,-6e-04,-0.003,0.0013
Brahmin_Jammu_Dogra,0.0064,-0.0025,-0.0292,0.0257,-0.0232,0.0201,3e-04,5e-04,3e-04,-2e-04,-0.0074,-0.0021,0.0014,-0.0048,0.0049,0.01,0.0075,-8e-04,-0.0025,2e-04,-0.0054,-0.0022,-0.0023,0.0036,-8e-04
Brahmin_Karnataka_Tulu,0.005,-0.0043,-0.0374,0.0276,-0.025,0.0256,0.0016,0.0037,0.0107,0.0068,-0.0068,0.0026,-7e-04,-0.0017,-0.0033,-0.0013,-8e-04,0.003,0.001,0.0022,0.0043,-0.0107,-0.001,5e-04,-0.0014
Brahmin_Kerala_Nambudiri,0.00505,-0.004,-0.037525,0.031625,-0.025075,0.021125,9e-04,0.003825,0.01245,0.0064,-0.0036,-0.00105,-0.000375,0.000125,-0.001225,-0.000775,-0.000175,0.001575,5e-04,-0.0016,1e-04,-4e-04,0.000475,-0.0023,-0.000125
Brahmin_Konkani_Catholic,0.0041,-0.0048,-0.0335,0.0298,-0.0243,0.0218,-0.0014,0.0042,0.0137,0.0097,-8e-04,-0.0012,0.0043,-0.0021,0.0045,0.0068,0.0057,-0.0046,-0.0048,-0.0015,0.0022,0.0044,0.0062,-0.0072,-0.0021
Brahmin_Manipuri,0.00296,-0.02526,-0.02114,0.01014,-0.001435,0.015095,0.000765,0.002175,0.009625,0.008165,-0.01754,-0.00158,0.00335,-0.001665,-0.00627,-0.002465,0.00511,-0.001585,-0.004745,0.00339,-0.00042,0.01234,0.002335,0.00315,0.017635
Brahmin_Mondal,0.00554,-0.0074,-0.02823,0.02595,-0.01913,0.01832,0.00026,0.00391,0.00723,0.00266,-0.01065,-0.00041,-0.00019,-0.00187,0.0024,-0.00028,0.00074,-8e-04,-0.00211,-0.00261,-0.00025,0.00042,0.00165,0.00166,0.00102
Brahmin_Punjab,0.006,-9e-04,-0.0288,0.0263,-0.0229,0.02,3e-04,0.0025,2e-04,-0.0028,-0.0039,0.0025,-0.0052,-0.0083,0.004,0.0119,0.0054,0.0016,0.0041,-0.0077,7e-04,-0.0016,0.0034,0.0015,-3e-04
Brahmin_Rajasthan,0.0058,-0.0016,-0.0291,0.0272,-0.0206,0.0169,-4e-04,0.0028,0.0073,-2e-04,-0.0046,-6e-04,-0.0029,-0.0022,0.0112,-0.0029,-0.0216,0.0013,0.0042,-0.0084,2e-04,-0.0104,-0.0013,-0.0063,0.0011
Brahmin_Tamil_Nadu,0.00475,-0.00475,-0.0371,0.03045,-0.02465,0.0212,5e-04,0.00425,0.012,0.00995,-0.00475,-0.00055,-0.00265,3e-04,0.0047,0.00665,0.0077,-0.0015,-0.001,-0.0013,0.00205,-0.00205,1e-04,0.00175,-0.00065
Brahmin_Tamil_Nadu_Iyengar,0.0042,-0.005,-0.0386,0.0322,-0.0246,0.0204,-0.0016,0.0044,0.0124,0.008,-8e-04,-4e-04,0.0023,-0.0052,0.0014,0.0065,0.0062,0.0017,-6e-04,0.0018,0,-0.0015,0.0022,0.0032,-8e-04
Brahmin_Tamil_Nadu_Iyer,0.004665,-0.00451,-0.03809,0.03132,-0.02361,0.020535,0.00053,0.004295,0.014315,0.009085,-0.00204,-7e-04,-0.00053,-0.00038,0.00127,0.002385,0.00139,-7e-05,0.00042,-0.002485,0.00108,-0.001755,-0.00021,0.001135,-0.00138
Brahmin_Telugu,0.0049,-0.00415,-0.03775,0.02985,-0.02345,0.02165,0.00125,0.0037,0.0135,0.0076,-0.00185,-7e-04,9e-04,-5e-05,0.00105,8e-04,0.0035,0.00155,0.0024,-0.0021,-0.0012,-0.0038,0.00305,-8e-04,0.0014
Brahmin_Telugu_Niyogi,0.0046,-0.004,-0.0389,0.0294,-0.0232,0.0233,-1e-04,0.0038,0.0128,0.0089,-0.0075,-0.0015,-0.0035,0.0018,0.0025,-0.0155,-0.0157,0.0088,5e-04,-0.0048,0.0029,0.0033,0.0062,0.0018,-0.006
Brahmin_Telugu_Vaidiki,0.00485,-0.0043,-0.03805,0.0314,-0.0236,0.0219,5e-04,0.0032,0.0155,0.0076,-0.0041,-5e-04,-0.002,-0.00565,0.00035,0.00355,0.0039,-0.0027,-0.00285,-0.0028,0.00255,-0.00335,-9e-04,0.002,-0.00545
Brahmin_Uttarakhand,0.0052,-0.0097,-0.02445,0.02195,-0.019,0.0175,0.00035,0.0027,0.0056,0.00565,-0.0144,-0.0039,0.0027,-0.002,0.0036,0.00935,0.00705,-0.00395,0.00195,0.0014,-0.00495,0.00195,0.0034,0.00055,0.009
Brahmin_Uttar_Pradesh_Awadh,0.00555,-0.002,-0.0314,0.03035,-0.0212,0.02075,0.0022,0.00645,0.0055,0.00265,-0.0035,-0.001,-5e-04,-0.00165,0.0039,0.00175,0.00155,-0.00025,5e-04,0.00035,-0.0012,-0.00165,0.00555,0.0028,4e-04
Brahmin_Uttar_Pradesh_Braj,0.0056,-0.0017,-0.0298,0.03,-0.0206,0.0202,-4e-04,0.0038,0.0056,0.0067,-0.0034,4e-04,0.0038,-0.0023,0.0046,2e-04,-0.0169,-7e-04,0.0065,-0.003,0.0041,0.0043,0,-9e-04,-0.0024
Brahmin_Uttar_Pradesh_East,0.005925,-0.0028,-0.032775,0.0335625,-0.0234875,0.0223125,4e-04,0.00365,0.0123125,0.005225,-0.003725,0.0009625,-0.002375,-0.0020125,0.0065375,0.0015375,-0.0024125,0.00155,-0.002525,-0.0067625,-0.001125,2.5e-05,0.00255,0.0036625,-0.0052625
Brahmin_Uttar_Pradesh_East_o,0.0045,-0.00695,-0.0414,0.0354,-0.02375,0.026,-1e-04,0.0058,0.01985,0.0142,-0.004,-5e-04,-0.003,0.00165,-0.0015,-0.01535,-0.0105,-0.00335,0.0011,-0.006,0.0023,9e-04,0.0017,6e-04,-0.00585
Brahmin_West_Bengal,0.00495,-0.0052944,-0.0333944,0.0314167,-0.0203889,0.0206889,0.0005944,0.0037944,0.01245,0.0077833,-0.0016667,0.0008667,-0.0018278,-0.0014389,-0.0003611,-0.0004278,0.0012278,2.22e-05,-0.0003111,-0.0007333,8.89e-05,-0.0007889,0.0014611,0.0026111,-0.0011
Brahui,0.0060316,0.0047789,-0.0273789,0.0098421,-0.0237737,0.0106474,0.0023895,0.0009684,-0.0103947,-0.0112105,-0.0020842,-0.0024316,0.0034947,-0.0075316,0.0115263,0.0225053,-0.0076158,0.0035579,0.0045368,-0.0207684,-0.0003632,-0.0121526,-0.0006684,-0.0141526,0.0103895
Bukharian_Jew,0.0081722,0.0109278,-0.0152722,-0.0137333,-0.01055,-0.0035444,0.0006833,-0.0018333,-0.00885,-0.0029611,0.0002833,-0.0034,0.00585,-0.0009222,0.0009444,0.0078722,-0.0019778,0.0014778,0.0019667,-0.0050444,-0.0008556,3e-04,-0.0026167,-0.0020667,0.0026778
Bulala,-0.046,0.0069,0.00145,-0.0051,-2e-04,-0.0019,-0.01345,0.0116,0.0256,-0.0303,-0.00615,0.007,-0.01075,-0.0038,0.0081,-0.0102,0.01075,-0.00695,0.0026,-0.00735,-0.0021,-0.0022,0.0033,-0.0026,0.0011
Bulgarian,0.01096,0.01328,0.0068,0.00166,0.008,-3e-04,0.00234,0.00132,-0.00014,0.00384,-0.00206,6e-04,0.00142,0.00628,-0.01054,-0.00168,0.00544,0.00158,0.0025,-0.00296,-0.0037,-0.00044,0.00228,-0.00206,-9e-04
Bulgarian_Jew,0.00775,0.0141,-0.00665,-0.01805,0.0012,-0.0083,-0.0018,-0.00175,0.0066,0.0128,0.003,0.00135,5e-05,0.00115,-0.0034,-0.0069,-0.00695,-2e-04,-0.00375,-0.00815,-0.00405,-0.0015,-0.00185,-0.00345,0.0021
Bunt_Tulu,0.00375,-0.0053,-0.0418,0.03205,-0.024,0.0193,2e-04,0.0074,0.01785,0.0112,-0.0028,-0.00405,-0.0036,0.00025,-0.00315,0.00195,-5e-05,-2e-04,-0.0048,-0.00075,0.0045,0.0012,0.00065,0.0011,-5e-04
Burmese,0.0017,-0.0373,-0.0120667,-0.0062,0.0163,0.0134667,-0.0002333,0.0003333,0.0023333,0.0052,-0.0138,-0.0013,0.0041,-0.0010333,-0.0058,-0.0016333,0.0058667,-0.0028667,-0.0048667,0.0067,-0.0008667,0.0183667,0.0036667,0.0034,0.0265
Burusho,0.00626,-0.003675,-0.022815,0.019055,-0.021415,0.01388,0.00145,0.00135,-0.005325,-0.005675,-0.00802,-0.00102,0.00012,-0.007565,0.006695,0.00734,1e-05,-0.000935,0.00011,-0.005195,-0.003085,-0.00093,0.003035,-0.00029,0.00377
Buryat,0.0037909,-0.0361545,0.0206318,-0.0083955,-0.0222273,-0.0141045,0.0079045,0.0113409,0.0035364,0.0073227,-0.0133318,0.0012136,-0.0014409,0.0041273,0.0037545,0.0027545,-0.0006727,-0.0013864,0.0045909,0.0131909,-0.0170136,-0.0079318,-0.0189136,-0.0017409,5.45e-05
Buryat_o,0.00545,-0.025575,0.0191,-0.003725,-0.01245,-0.007525,0.006325,0.008325,0.0037,0.0029,-0.0129,-0.0026,0.0033,0.006325,0.001275,0.003425,0.00045,-0.0025,-0.000275,0.011475,-0.009225,-0.0089,-0.0147,-0.002575,0.001825
Cachi,0.004625,-0.0288,0.0299,0.02805,-0.034275,-0.006525,-0.121675,-0.148075,-0.005325,-0.006725,-0.00115,-0.00095,0.001075,0.016575,-0.00475,0.0032,0.007325,0.001425,-0.00015,-0.000875,-0.001,0.00455,-0.00125,-0.00135,0.000475
Cambodian,0.0014667,-0.0393333,-0.0164333,-0.0106333,0.0376667,0.0221667,1e-04,-0.0024,-0.0027667,-0.0063667,0.0242667,0.0012333,-0.0012,-0.002,-0.0011333,-0.003,-0.0017667,-0.0020333,-0.0037667,0.0044667,-0.0030333,0.0090667,-0.0005667,6.67e-05,0.0179667
Cameroon_Aghem,-0.0552357,0.0061321,0.0054679,0.0048536,-0.0001536,0.0048821,-0.0106893,0.0132786,-0.0177071,0.0104393,0.0030679,0.00015,0.004075,0.0001643,0.0005571,0.0002286,0.0007536,-0.0002643,0.0009429,0.0025107,-0.0008571,0.0013107,-0.0015893,0.0001286,-8.93e-05
Cameroon_Bafut,-0.0552091,0.0060455,0.0052364,0.005,-9.1e-06,0.0059,-0.0101909,0.0135455,-0.0183545,0.0111909,0.0018364,-0.0003364,0.0035818,0.0013545,-0.0003818,0.0002727,-0.0021727,0.0012909,0.0010636,0.0014091,0.0014364,0.0009091,-0.0003273,-0.0002545,0.0010182
